"Variable" "Variable_type" "N" "Converged" "Beta" "SE" "Variable_pvalue" "LRT_pvalue" "Diff_AIC" "pval" "outcome" "weight" "pvalue_Bonf" "pvalue_FDR"
"LBXBPB" "continuous" 3806 TRUE "0.0256146110641173" "0.0170220989239047" "0.150731844968449" "None" "None" 0.150731844968449 "LBXHGB" "WTMEC4YR" 1 0.339543313928926
"LBX052" "continuous" 308 TRUE "8.76804383364315" "6.10148872272642" "0.169976136245331" "None" "None" 0.169976136245331 "LBXHGB" "WTSPO4YR" 1 0.377934004052445
"LBXGHC" "continuous" 492 TRUE "2.02902895332712" "1.42054087481451" "0.171306534547136" "None" "None" 0.171306534547136 "LBXHGB" "WTSPO4YR" 1 0.377934004052445
"DR1TS040" "continuous" 3604 TRUE "0.0700920167627451" "0.0495386498138094" "0.175155550111455" "None" "None" 0.175155550111455 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.382482527794401
"DRD370BQ" "continuous" 533 TRUE "-0.0353417959535203" "0.0250280038314656" "0.179763924809112" "None" "None" 0.179763924809112 "LBXHGB" "WTDR4YR (13 observations are missing weights)" 1 0.388580605142928
"LBXBEC" "continuous" 2072 TRUE "0.0034992072600611" "0.00223419420178025" "0.19236127739834" "None" "None" 0.19236127739834 "LBXHGB" "WTMEC4YR" 1 0.411653133632447
"LBX194" "continuous" 269 TRUE "6.76737613836275" "4.37835254510931" "0.197084920442854" "None" "None" 0.197084920442854 "LBXHGB" "WTSPO4YR" 1 0.417005887962141
"URXUBA" "continuous" 939 TRUE "0.00668137202096359" "0.00499635198355423" "0.198759815757656" "None" "None" 0.198759815757656 "LBXHGB" "WTSHM4YR" 1 0.417005887962141
"URXUPB" "continuous" 997 TRUE "-0.0344965588258473" "0.0262296161919234" "0.205915237748308" "None" "None" 0.205915237748308 "LBXHGB" "WTSHM4YR" 1 0.421725547397115
"DR1TSUGR" "continuous" 1995 TRUE "0.00067484443916721" "0.000447823442102397" "0.206300759209065" "None" "None" 0.206300759209065 "LBXHGB" "WTDR4YR" 1 0.421725547397115
"DR1TM161" "continuous" 3604 TRUE "0.0282820314681628" "0.0215544405701878" "0.20692141344251" "None" "None" 0.20692141344251 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.421725547397115
"DR1TP204" "continuous" 3604 TRUE "-0.213730902154109" "0.163845829507385" "0.209460483452647" "None" "None" 0.209460483452647 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.42287305149874
"URXDMA" "continuous" 1004 TRUE "0.000384159105149468" "0.000298064492991086" "0.214715292509139" "None" "None" 0.214715292509139 "LBXHGB" "WTSPH4YR" 1 0.429430585018278
"LBXALC" "continuous" 2075 TRUE "0.0130169504536575" "0.00904895359307605" "0.223682684739291" "None" "None" 0.223682684739291 "LBXHGB" "WTMEC4YR" 1 0.437042579667797
"DR1TBCAR" "continuous" 1995 TRUE "2.77908513801686e-05" "1.93335307268808e-05" "0.223963256019322" "None" "None" 0.223963256019322 "LBXHGB" "WTDR4YR" 1 0.437042579667797
"URXP15" "continuous" 995 TRUE "0.00211789658007783" "0.00169477157073401" "0.228353569431497" "None" "None" 0.228353569431497 "LBXHGB" "WTMEC4YR" 1 0.437042579667797
"LBXRST" "continuous" 2940 TRUE "0.0372665797951459" "0.0298326522123427" "0.228523770994344" "None" "None" 0.228523770994344 "LBXHGB" "WTMEC4YR" 1 0.437042579667797
"URXETD" "continuous" 1052 TRUE "0.000255340448534786" "0.000205669164927449" "0.231274874538678" "None" "None" 0.231274874538678 "LBXHGB" "WTSPH4YR" 1 0.437042579667797
"URXOP4" "continuous" 1287 TRUE "-0.00794568460834179" "0.00642505286655113" "0.233021854949602" "None" "None" 0.233021854949602 "LBXHGB" "WTSPP4YR" 1 0.437042579667797
"LBXF03" "continuous" 223 TRUE "0.00939272155438787" "0.00632620806206856" "0.23428093164886" "None" "None" 0.23428093164886 "LBXHGB" "WTSPO4YR" 1 0.437042579667797
"DR1TVC" "continuous" 3604 TRUE "-0.000329970943180617" "0.000267917621370335" "0.234859330195312" "None" "None" 0.234859330195312 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.437042579667797
"LBXF05" "continuous" 224 TRUE "0.0112143816026937" "0.0076915880834222" "0.240909316177206" "None" "None" 0.240909316177206 "LBXHGB" "WTSPO4YR" 1 0.44443615225795
"LBX196" "continuous" 271 TRUE "8.59814130186809" "6.39086793498397" "0.249710266351879" "None" "None" 0.249710266351879 "LBXHGB" "WTSPO4YR" 1 0.456735017088052
"DR1TIRON" "continuous" 3604 TRUE "0.00281547721289514" "0.00237538907591084" "0.252215465170437" "None" "None" 0.252215465170437 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.457407708020963
"URXOP6" "continuous" 1288 TRUE "-0.0715600877828947" "0.0618572289521689" "0.263327974574016" "None" "None" 0.263327974574016 "LBXHGB" "WTSPP4YR" 1 0.467133468002123
"DR1TS060" "continuous" 3604 TRUE "0.100433655060439" "0.0871913096624284" "0.265314047793201" "None" "None" 0.265314047793201 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.467133468002123
"URXDAZ" "continuous" 1055 TRUE "5.86035133144564e-05" "5.09760438682611e-05" "0.266214034859936" "None" "None" 0.266214034859936 "LBXHGB" "WTSPH4YR" 1 0.467133468002123
"URXP20" "continuous" 560 TRUE "-0.00307093332804421" "0.00237899944197431" "0.266309734094669" "None" "None" 0.266309734094669 "LBXHGB" "WTMEC4YR" 1 0.467133468002123
"LBXF10" "continuous" 221 TRUE "0.00533394897159403" "0.00397482772278175" "0.272144759818975" "None" "None" 0.272144759818975 "LBXHGB" "WTSPO4YR" 1 0.473487630904558
"LBXCRY" "continuous" 2061 TRUE "0.00357972043992734" "0.00289676929544089" "0.284159466793609" "None" "None" 0.284159466793609 "LBXHGB" "WTMEC4YR" 1 0.490404241079293
"LBXDFS" "continuous" 597 TRUE "-0.0496724907460341" "0.0453781406994836" "0.288944049173303" "None" "None" 0.288944049173303 "LBXHGB" "WTMEC4YR" 1 0.494672212184695
"DSDCOUNT" "continuous" 3810 TRUE "0.00486409876837267" "0.00452235037977143" "0.297148764659213" "None" "None" 0.297148764659213 "LBXHGB" "WTMEC4YR" 1 0.500531578039727
"LBXB12" "continuous" 3805 TRUE "6.60749393854957e-05" "6.16758193286443e-05" "0.298997232556359" "None" "None" 0.298997232556359 "LBXHGB" "WTMEC4YR" 1 0.500531578039727
"URXMHP" "continuous" 1050 TRUE "0.00351266254764608" "0.0032949509351999" "0.301297323581015" "None" "None" 0.301297323581015 "LBXHGB" "WTSPH4YR" 1 0.500531578039727
"URXUSB" "continuous" 966 TRUE "0.099844715950906" "0.0937414829944638" "0.301722306388433" "None" "None" 0.301722306388433 "LBXHGB" "WTSHM4YR" 1 0.500531578039727
"DR1TS120" "continuous" 3604 TRUE "-0.0196805544107229" "0.0191372326985532" "0.318176850338925" "None" "None" 0.318176850338925 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.523768045942538
"DR1TFF" "continuous" 1995 TRUE "0.000435621053043652" "0.000384632932130354" "0.320685397595189" "None" "None" 0.320685397595189 "LBXHGB" "WTDR4YR" 1 0.523867748743286
"DR1TS140" "continuous" 3604 TRUE "0.0137431009424838" "0.0135283891524335" "0.323931655633828" "None" "None" 0.323931655633828 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.525161926557872
"URXUPT" "continuous" 997 TRUE "-0.997075557600714" "0.989125468851341" "0.327569910453345" "None" "None" 0.327569910453345 "LBXHGB" "WTSHM4YR" 1 0.525814115724753
"DRD350HQ" "continuous" 481 TRUE "-0.0232057275121325" "0.0228933888250408" "0.329248091154752" "None" "None" 0.329248091154752 "LBXHGB" "WTDR4YR (23 observations are missing weights)" 1 0.525814115724753
"LBXVID" "continuous" 1683 TRUE "0.00488924117752736" "0.00470267223157346" "0.357204376016482" "None" "None" 0.357204376016482 "LBXHGB" "WTMEC4YR" 1 0.566235084944646
"URXUUR" "continuous" 534 TRUE "5.06269548420582" "4.90632013602611" "0.360434526342228" "None" "None" 0.360434526342228 "LBXHGB" "WTMEC4YR" 1 0.567154328214976
"LBXIHG" "continuous" 628 TRUE "0.294264472707666" "0.332126984884232" "0.387979142675018" "None" "None" 0.387979142675018 "LBXHGB" "WTMEC4YR" 1 0.606040412645648
"DR1TFDFE" "continuous" 1995 TRUE "8.38825774377107e-05" "8.99010800384705e-05" "0.403612509481437" "None" "None" 0.403612509481437 "LBXHGB" "WTDR4YR" 1 0.625891862529184
"DR1TS100" "continuous" 3604 TRUE "0.0518507735155646" "0.0610898548593734" "0.407806775931426" "None" "None" 0.407806775931426 "LBXHGB" "WTDR4YR (45 observations are missing weights)" 1 0.627846403232555
