"Variable" "Variable_type" "N" "Converged" "Beta" "SE" "Variable_pvalue" "LRT_pvalue" "Diff_AIC" "pval" "outcome" "weight" "pvalue_Bonf" "pvalue_FDR"
"taking_birth_control" "categorical" 1471 TRUE "None" "None" "None" "0.00558037975162758" "None" 0.00558037975162758 "LBXSIR" "WTMEC4YR" 1 0.160767720310121
"LBXWBF" "continuous" 1554 TRUE "-0.689782720278678" "0.222873372575925" "0.00624789951741462" "None" "None" 0.00624789951741462 "LBXSIR" "WTMEC4YR" 1 0.160767720310121
"DR1TIRON" "continuous" 9665 TRUE "-0.119744405339794" "0.0394026431762979" "0.00705985571109502" "None" "None" 0.00705985571109502 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.160767720310121
"DR1TTHEO" "continuous" 9665 TRUE "-0.0164494106604623" "0.00542299959281031" "0.00714851621331896" "None" "None" 0.00714851621331896 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.160767720310121
"DUQ100" "categorical" 4866 TRUE "None" "None" "None" "0.00762722874160081" "None" 0.00762722874160081 "LBXSIR" "WTMEC4YR" 1 0.160767720310121
"cigarette_smoking" "categorical" 3689 TRUE "None" "None" "None" "0.00798845815205573" "None" 0.00798845815205573 "LBXSIR" "WTMEC4YR" 1 0.160767720310121
"LBXBCD" "continuous" 10013 TRUE "2.5427154580581" "0.883294083952286" "0.00999497192463042" "None" "None" 0.00999497192463042 "LBXSIR" "WTMEC4YR" 1 0.189316527043
"URXUBA" "continuous" 3050 TRUE "-0.17484787032124" "0.0625676897782012" "0.0119760104640795" "None" "None" 0.0119760104640795 "LBXSIR" "WTSHM4YR" 1 0.210135331307203
"supplement_count" "continuous" 10010 TRUE "0.788783659977151" "0.28486531866703" "0.0126494078380813" "None" "None" 0.0126494078380813 "LBXSIR" "WTMEC4YR" 1 0.210135331307203
"DR1TFA" "continuous" 5208 TRUE "-0.00931526162476216" "0.0024723092896523" "0.0130518839321244" "None" "None" 0.0130518839321244 "LBXSIR" "WTDR4YR" 1 0.210135331307203
"DR1TSUGR" "continuous" 5208 TRUE "-0.0264766814402669" "0.00747224191296348" "0.0165038966312239" "None" "None" 0.0165038966312239 "LBXSIR" "WTDR4YR" 1 0.224617978943389
"DRD370FQ" "continuous" 256 TRUE "1.1287774512956" "0.373710140854954" "0.016547829163703" "None" "None" 0.016547829163703 "LBXSIR" "WTDR4YR (1 observations are missing weights)" 1 0.224617978943389
"LBXPDT" "continuous" 2987 TRUE "1.93443366795237" "0.73280677324991" "0.0166450522705778" "None" "None" 0.0166450522705778 "LBXSIR" "WTSPO4YR" 1 0.224617978943389
"LBXTHG" "continuous" 3210 TRUE "0.925227548107767" "0.355317896261567" "0.017437856495353" "None" "None" 0.017437856495353 "LBXSIR" "WTMEC4YR" 1 0.224617978943389
"DR1TP226" "continuous" 9665 TRUE "6.53246590723304" "2.495541228049" "0.0174392840794557" "None" "None" 0.0174392840794557 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.224617978943389
"URXOP6" "continuous" 2765 TRUE "-0.656967574614163" "0.25514779755027" "0.019080699151203" "None" "None" 0.019080699151203 "LBXSIR" "WTSPP4YR" 1 0.225893121955436
"LBXV3A" "continuous" 248 TRUE "-10.2951043038002" "2.72614311908634" "0.0194957218785812" "None" "None" 0.0194957218785812 "LBXSIR" "WTSVOC4Y" 1 0.225893121955436
"total_days_5drink_year" "continuous" 1817 TRUE "0.0361304643514519" "0.0141080034790943" "0.0196428801700379" "None" "None" 0.0196428801700379 "LBXSIR" "WTMEC4YR" 1 0.225893121955436
"URXMHP" "continuous" 3361 TRUE "-0.0595560818173583" "0.0242367881877996" "0.0243749742702488" "None" "None" 0.0243749742702488 "LBXSIR" "WTSPH4YR" 1 0.263163881866665
"DR1TATOC" "continuous" 5208 TRUE "-0.359278549046671" "0.112955024275131" "0.0245183740869564" "None" "None" 0.0245183740869564 "LBXSIR" "WTDR4YR" 1 0.263163881866665
"DR1TRET" "continuous" 5208 TRUE "-0.00270348345612046" "0.000865067964030543" "0.0260993893128659" "None" "None" 0.0260993893128659 "LBXSIR" "WTDR4YR" 1 0.265768821257961
"DR1TP225" "continuous" 9665 TRUE "32.8858411184944" "13.608775526811" "0.0265116511859728" "None" "None" 0.0265116511859728 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.265768821257961
"DR1TFDFE" "continuous" 5208 TRUE "-0.00508983914737221" "0.00164854048795326" "0.0272371773338904" "None" "None" 0.0272371773338904 "LBXSIR" "WTDR4YR" 1 0.265768821257961
"URXUCO" "continuous" 3205 TRUE "-3.99328107968332" "1.68751523673901" "0.0293824508660782" "None" "None" 0.0293824508660782 "LBXSIR" "WTSHM4YR" 1 0.278269093496388
"URXDAZ" "continuous" 3372 TRUE "-0.00166558805672825" "0.000715194115729562" "0.0317161956080937" "None" "None" 0.0317161956080937 "LBXSIR" "WTSPH4YR" 1 0.284929031521369
"URXUTL" "continuous" 3156 TRUE "13.2658440728935" "5.70155562743803" "0.0318554196731966" "None" "None" 0.0318554196731966 "LBXSIR" "WTSHM4YR" 1 0.284929031521369
"DR1TTFAT" "continuous" 9665 TRUE "-0.0199010105612018" "0.0087776215831974" "0.0359272511431517" "None" "None" 0.0359272511431517 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.303676301167636
"URXP14" "continuous" 3114 TRUE "-0.0976058942646553" "0.0434232973742369" "0.037361604452909" "None" "None" 0.037361604452909 "LBXSIR" "WTMEC4YR" 1 0.303676301167636
"DR1TS100" "continuous" 9665 TRUE "-2.43687202575277" "1.08641455992748" "0.0377184980750866" "None" "None" 0.0377184980750866 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.303676301167636
"DR1TVARA" "continuous" 5208 TRUE "-0.00220553483907598" "0.000785994584598314" "0.0377237641202033" "None" "None" 0.0377237641202033 "LBXSIR" "WTDR4YR" 1 0.303676301167636
"URXOP2" "continuous" 2769 TRUE "0.0186044618278785" "0.00851427549014332" "0.0423467660681584" "None" "None" 0.0423467660681584 "LBXSIR" "WTSPP4YR" 1 0.332577040827975
"DR1TSFAT" "continuous" 9665 TRUE "-0.0550727712731051" "0.0256024022645408" "0.0453002865348689" "None" "None" 0.0453002865348689 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.340894556019811
"LBX172" "continuous" 3118 TRUE "-68.8234589792178" "32.0318513872021" "0.045523186052335" "None" "None" 0.045523186052335 "LBXSIR" "WTSPO4YR" 1 0.340894556019811
"URXMEP" "continuous" 3357 TRUE "-0.000791085623327496" "0.000375084601792167" "0.049205989797314" "None" "None" 0.049205989797314 "LBXSIR" "WTSPH4YR" 1 0.34875896692766
"LBXRBF" "continuous" 10004 TRUE "-0.00767400579700823" "0.00365913895989954" "0.0503642504578441" "None" "None" 0.0503642504578441 "LBXSIR" "WTMEC4YR" 1 0.34875896692766
"LBXVBM" "continuous" 1074 TRUE "-0.392981073173382" "0.182708555025228" "0.0525622235452926" "None" "None" 0.0525622235452926 "LBXSIR" "WTMEC4YR" 1 0.34875896692766
"DR1TZINC" "continuous" 9665 TRUE "-0.103173618346265" "0.0498735580663861" "0.0532484125076756" "None" "None" 0.0532484125076756 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.34875896692766
"LBXODT" "continuous" 2952 TRUE "29.43856451718" "14.2578352674385" "0.0536621639674914" "None" "None" 0.0536621639674914 "LBXSIR" "WTSPO4YR" 1 0.34875896692766
"SMQ150" "categorical" 7683 TRUE "None" "None" "None" "0.0538789819853444" "None" 0.0538789819853444 "LBXSIR" "WTMEC4YR" 1 0.34875896692766
"SMQ040" "categorical" 3689 TRUE "None" "None" "None" "0.0541551190881459" "None" 0.0541551190881459 "LBXSIR" "WTMEC4YR" 1 0.34875896692766
"LBXWCM" "continuous" 1568 TRUE "-0.410542146736945" "0.20122394873746" "0.056277670802061" "None" "None" 0.056277670802061 "LBXSIR" "WTMEC4YR" 1 0.353295802185333
"SMQ020" "categorical" 7678 TRUE "None" "None" "None" "0.0578899844449527" "None" 0.0578899844449527 "LBXSIR" "WTMEC4YR" 1 0.353295802185333
"DR1TS160" "continuous" 9665 TRUE "-0.0954875793672713" "0.0471940441766018" "0.0581511724093871" "None" "None" 0.0581511724093871 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.353295802185333
"DR1TM181" "continuous" 9665 TRUE "-0.0465863575488484" "0.0234971634762735" "0.0628826324039411" "None" "None" 0.0628826324039411 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.371619600386293
"LBXHCB" "continuous" 3015 TRUE "-10.9862104846639" "5.57547846814897" "0.0643664402465018" "None" "None" 0.0643664402465018 "LBXSIR" "WTMEC4YR" 1 0.371619600386293
"LBX157" "continuous" 3168 TRUE "-137.56969540255" "70.1928493112081" "0.0656787487328092" "None" "None" 0.0656787487328092 "LBXSIR" "WTSPO4YR" 1 0.371619600386293
"DR1TS180" "continuous" 9665 TRUE "-0.186898625759232" "0.0957246775622876" "0.0666144468963639" "None" "None" 0.0666144468963639 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.371619600386293
"DR1TP205" "continuous" 9665 TRUE "6.35591435571789" "3.25958037470859" "0.0669376919950465" "None" "None" 0.0669376919950465 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.371619600386293
"how_long_estrogen" "continuous" 644 TRUE "0.286024993675937" "0.148125871027006" "0.068547249495725" "None" "None" 0.068547249495725 "LBXSIR" "WTMEC4YR" 1 0.37410532775633
"DR1TS140" "continuous" 9665 TRUE "-0.481362838011393" "0.2516936275828" "0.0718604772739551" "None" "None" 0.0718604772739551 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.379673646806378
"LBX028" "continuous" 1348 TRUE "94.3738741076398" "39.3198394497663" "0.0743434899366396" "None" "None" 0.0743434899366396 "LBXSIR" "WTSPO4YR" 1 0.379673646806378
"DR1TMFAT" "continuous" 9665 TRUE "-0.0422196087659358" "0.0223743346847878" "0.0754007554496346" "None" "None" 0.0754007554496346 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.379673646806378
"DRD370M" "categorical" 4038 TRUE "None" "None" "None" "0.0754020879374956" "None" 0.0754020879374956 "LBXSIR" "WTDR4YR (11 observations are missing weights)" 1 0.379673646806378
"DRD350F" "categorical" 2886 TRUE "None" "None" "None" "0.0754630850795285" "None" 0.0754630850795285 "LBXSIR" "WTDR4YR (5 observations are missing weights)" 1 0.379673646806378
"LBXWCF" "continuous" 1562 TRUE "0.0876888156368473" "0.0468757435206355" "0.077741288142428" "None" "None" 0.077741288142428 "LBXSIR" "WTMEC4YR" 1 0.3829009908833
"LBX206" "continuous" 1707 TRUE "-42.8990100737346" "19.4759393642192" "0.0788287156467425" "None" "None" 0.0788287156467425 "LBXSIR" "WTSPO4YR" 1 0.3829009908833
"LBXVIE" "continuous" 9975 TRUE "0.00163235104396403" "0.000878976930095936" "0.0797371694250887" "None" "None" 0.0797371694250887 "LBXSIR" "WTMEC4YR" 1 0.3829009908833
"SXQ265" "categorical" 4616 TRUE "None" "None" "None" "0.0808610788200758" "None" 0.0808610788200758 "LBXSIR" "WTMEC4YR" 1 0.3829009908833
"DR1TCALC" "continuous" 9665 TRUE "-0.00165102268159266" "0.000911522466958249" "0.0868187136444708" "None" "None" 0.0868187136444708 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.400577346436586
"DR1TS040" "continuous" 9665 TRUE "-1.5422029574335" "0.852215079092638" "0.0870820318340404" "None" "None" 0.0870820318340404 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.400577346436586
"DR1TP182" "continuous" 9665 TRUE "-0.0718366874582963" "0.0405298040599008" "0.0932461726128533" "None" "None" 0.0932461726128533 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.402696600208872
"LBXVCF" "continuous" 944 TRUE "-0.00132492555565195" "0.000725429200905524" "0.0950271420892152" "None" "None" 0.0950271420892152 "LBXSIR" "WTMEC4YR" 1 0.402696600208872
"LBX066" "continuous" 3160 TRUE "34.738951627256" "19.7449712408487" "0.0954984438206495" "None" "None" 0.0954984438206495 "LBXSIR" "WTSPO4YR" 1 0.402696600208872
"DR1TP184" "continuous" 9665 TRUE "32.6967948856151" "18.612115235349" "0.0959584715088783" "None" "None" 0.0959584715088783 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.402696600208872
"URXP16" "continuous" 3098 TRUE "-0.097657758111252" "0.055738936198471" "0.0967825207427123" "None" "None" 0.0967825207427123 "LBXSIR" "WTMEC4YR" 1 0.402696600208872
"LBXBPB" "continuous" 10013 TRUE "1.03386197293369" "0.593013980968234" "0.0983186641264249" "None" "None" 0.0983186641264249 "LBXSIR" "WTMEC4YR" 1 0.402696600208872
"LBXVDB" "continuous" 1077 TRUE "-0.0750947629443901" "0.042409966258886" "0.0983738614267776" "None" "None" 0.0983738614267776 "LBXSIR" "WTMEC4YR" 1 0.402696600208872
"URXP11" "continuous" 3115 TRUE "-0.00241572193615495" "0.00138697169413976" "0.0986190104988055" "None" "None" 0.0986190104988055 "LBXSIR" "WTMEC4YR" 1 0.402696600208872
"DR1TS060" "continuous" 9665 TRUE "-2.87866815567654" "1.65371827103316" "0.0987982342127357" "None" "None" 0.0987982342127357 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.402696600208872
"LBXLYC" "continuous" 5392 TRUE "0.140986584571739" "0.070327912250436" "0.101329140574034" "None" "None" 0.101329140574034 "LBXSIR" "WTMEC4YR" 1 0.404967252567607
"DR1TS080" "continuous" 9665 TRUE "-3.30106993612555" "1.91945776382571" "0.102617278100076" "None" "None" 0.102617278100076 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.404967252567607
"DRD370B" "categorical" 4038 TRUE "None" "None" "None" "0.103128306554484" "None" 0.103128306554484 "LBXSIR" "WTDR4YR (11 observations are missing weights)" 1 0.404967252567607
"URXP15" "continuous" 3134 TRUE "0.120972952058626" "0.0711229774587407" "0.106173366887997" "None" "None" 0.106173366887997 "LBXSIR" "WTMEC4YR" 1 0.411901495637771
"DSDCOUNT" "continuous" 10021 TRUE "0.224695033387947" "0.134804035241848" "0.11285381485388" "None" "None" 0.11285381485388 "LBXSIR" "WTMEC4YR" 1 0.42679405208387
"URXMIB" "continuous" 1788 TRUE "-0.222306325906983" "0.116001419992787" "0.113449670276439" "None" "None" 0.113449670276439 "LBXSIR" "WTSPH4YR" 1 0.42679405208387
"LBXHBC" "categorical" 10009 TRUE "None" "None" "None" "0.113988473537928" "None" 0.113988473537928 "LBXSIR" "WTMEC4YR" 1 0.42679405208387
"CALCIUM_mg" "continuous" 9696 TRUE "0.00120639743892568" "0.000734284877881153" "0.117745754893699" "None" "None" 0.117745754893699 "LBXSIR" "WTMEC4YR" 1 0.435794633054839
"URXUBE" "continuous" 3205 TRUE "-143.081009800084" "89.0498931040844" "0.125508727109336" "None" "None" 0.125508727109336 "LBXSIR" "WTSHM4YR" 1 0.459247842377342
"DR1TS120" "continuous" 9665 TRUE "-0.838064074330638" "0.535259567404652" "0.134826229990506" "None" "None" 0.134826229990506 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.487798270302728
"LBXVAR" "continuous" 6562 TRUE "0.144932967048238" "0.0946189027043022" "0.142969552085652" "None" "None" 0.142969552085652 "LBXSIR" "WTMEC4YR" 1 0.511513286350887
"LBXWME" "continuous" 1540 TRUE "-1.32715680024681" "0.880814569070628" "0.149226859467586" "None" "None" 0.149226859467586 "LBXSIR" "WTMEC4YR" 1 0.518593976749568
"LBXTNA" "continuous" 3186 TRUE "-4.55618395590714" "3.03971376615482" "0.151237032252937" "None" "None" 0.151237032252937 "LBXSIR" "WTSPO4YR" 1 0.518593976749568
"SMD430" "continuous" 2015 TRUE "0.122202649434135" "0.0818063529634453" "0.152549912300292" "None" "None" 0.152549912300292 "LBXSIR" "WTMEC4YR" 1 0.518593976749568
"DRD350HQ" "continuous" 2482 TRUE "0.505167233358025" "0.339339885353614" "0.153884116882138" "None" "None" 0.153884116882138 "LBXSIR" "WTDR4YR (5 observations are missing weights)" 1 0.518593976749568
"URXUCD" "continuous" 3076 TRUE "0.967498002433905" "0.65042770904296" "0.154196846951406" "None" "None" 0.154196846951406 "LBXSIR" "WTSHM4YR" 1 0.518593976749568
"RHQ540" "categorical" 3763 TRUE "None" "None" "None" "0.154611868844592" "None" 0.154611868844592 "LBXSIR" "WTMEC4YR" 1 0.518593976749568
"LBX195" "continuous" 1727 TRUE "-223.464141106924" "135.71787348942" "0.160571494157087" "None" "None" 0.160571494157087 "LBXSIR" "WTSPO4YR" 1 0.533031145552392
"LBXF09" "continuous" 1086 TRUE "0.470143872741793" "0.2888448098713" "0.164523671339318" "None" "None" 0.164523671339318 "LBXSIR" "WTSPO4YR" 1 0.54057777725776
"DUQ110" "continuous" 929 TRUE "0.410605253361844" "0.285982159596439" "0.168218258435431" "None" "None" 0.168218258435431 "LBXSIR" "WTMEC4YR" 1 0.545134401408902
"drink_five_per_day" "categorical" 6220 TRUE "None" "None" "None" "0.169296397953075" "None" 0.169296397953075 "LBXSIR" "WTMEC4YR" 1 0.545134401408902
"LBXVTO" "continuous" 1293 TRUE "0.434326960825498" "0.308060979487833" "0.175622394381542" "None" "None" 0.175622394381542 "LBXSIR" "WTMEC4YR" 1 0.557310324854662
"URXUUR" "continuous" 1742 TRUE "-25.879417290855" "16.4948434624371" "0.177453262827071" "None" "None" 0.177453262827071 "LBXSIR" "WTMEC4YR" 1 0.557310324854662
"DR1TPFAT" "continuous" 9665 TRUE "-0.05288040145133" "0.037749425854353" "0.178270072857237" "None" "None" 0.178270072857237 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.557310324854662
"URXGNS" "continuous" 3374 TRUE "-0.0021333871279028" "0.00153103280045617" "0.180458679238299" "None" "None" 0.180458679238299 "LBXSIR" "WTSPH4YR" 1 0.558727833795503
"DR1TM201" "continuous" 9665 TRUE "0.583679084865529" "0.42264638662315" "0.184182204874571" "None" "None" 0.184182204874571 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.564299377694998
"DR1TP204" "continuous" 9665 TRUE "6.90362185354391" "5.01790265249443" "0.185763149179099" "None" "None" 0.185763149179099 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.564299377694998
"LBXVID" "continuous" 5338 TRUE "0.113218449168326" "0.0746127761816013" "0.189613667105678" "None" "None" 0.189613667105678 "LBXSIR" "WTMEC4YR" 1 0.570613091663816
"LBX138" "continuous" 3193 TRUE "-3.14821214182786" "2.33301285180389" "0.19393188851771" "None" "None" 0.19393188851771 "LBXSIR" "WTSPO4YR" 1 0.578204334284283
"LBXCOT" "continuous" 9879 TRUE "0.00596320824482939" "0.00446763035970173" "0.198593988103621" "None" "None" 0.198593988103621 "LBXSIR" "WTMEC4YR" 1 0.586672148342806
"LBX110" "continuous" 1783 TRUE "-248.923612357847" "169.893974275507" "0.202767140705739" "None" "None" 0.202767140705739 "LBXSIR" "WTSPO4YR" 1 0.587133932802757
"LBX167" "continuous" 3179 TRUE "-61.0968969389712" "46.3697554562697" "0.204162166339073" "None" "None" 0.204162166339073 "LBXSIR" "WTSPO4YR" 1 0.587133932802757
"URXMHH" "continuous" 1788 TRUE "-0.00672540818452652" "0.00463543002380846" "0.206517798813138" "None" "None" 0.206517798813138 "LBXSIR" "WTSPH4YR" 1 0.587133932802757
"smell_tobacco" "categorical" 5299 TRUE "None" "None" "None" "0.206769226468846" "None" 0.206769226468846 "LBXSIR" "WTMEC4YR" 1 0.587133932802757
"LBX189" "continuous" 1782 TRUE "-458.090345366586" "317.017897336289" "0.208077089576344" "None" "None" 0.208077089576344 "LBXSIR" "WTSPO4YR" 1 0.587133932802757
"DRD370EQ" "continuous" 353 TRUE "1.54925943000563" "1.17391102423352" "0.209690690286699" "None" "None" 0.209690690286699 "LBXSIR" "WTDR4YR (1 observations are missing weights)" 1 0.587133932802757
"DRD370UQ" "continuous" 278 TRUE "1.23596706078154" "0.939623671879354" "0.215138597732579" "None" "None" 0.215138597732579 "LBXSIR" "WTDR4YR (3 observations are missing weights)" 1 0.597195073016297
"URXMCP" "continuous" 3361 TRUE "-0.406861268360299" "0.321516883753858" "0.221848641440303" "None" "None" 0.221848641440303 "LBXSIR" "WTSPH4YR" 1 0.605480169856162
"URXUCS" "continuous" 3204 TRUE "0.226715167992923" "0.179230003560975" "0.222024873841417" "None" "None" 0.222024873841417 "LBXSIR" "WTSHM4YR" 1 0.605480169856162
"URXMNM" "continuous" 1788 TRUE "-0.0532517428687442" "0.038519945343701" "0.225397589449517" "None" "None" 0.225397589449517 "LBXSIR" "WTSPH4YR" 1 0.605480169856162
"DRD360" "categorical" 6143 TRUE "None" "None" "None" "0.227108731140456" "None" 0.227108731140456 "LBXSIR" "WTDR4YR (24 observations are missing weights)" 1 0.605480169856162
"LBXMS1" "categorical" 5302 TRUE "None" "None" "None" "0.227525156995638" "None" 0.227525156995638 "LBXSIR" "WTMEC4YR" 1 0.605480169856162
"first_degree_support" "categorical" 2450 TRUE "None" "None" "None" "0.232576991447893" "None" 0.232576991447893 "LBXSIR" "WTMEC4YR" 1 0.613850747919849
"DRD370A" "categorical" 4038 TRUE "None" "None" "None" "0.238329942836088" "None" 0.238329942836088 "LBXSIR" "WTDR4YR (11 observations are missing weights)" 1 0.616949537910375
"DR1TM221" "continuous" 9665 TRUE "0.653515704006588" "0.536391381736561" "0.238817529177879" "None" "None" 0.238817529177879 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.616949537910375
"LBXV4C" "continuous" 1282 TRUE "1.53381849472571" "1.26980737454644" "0.242711920200469" "None" "None" 0.242711920200469 "LBXSIR" "WTMEC4YR" 1 0.616949537910375
"age_stopped_birth_control" "continuous" 2230 TRUE "-0.18088137395077" "0.150345498620751" "0.243713537551443" "None" "None" 0.243713537551443 "LBXSIR" "WTMEC4YR" 1 0.616949537910375
"LBXD04" "continuous" 2461 TRUE "-0.0232314663505268" "0.0193436078098008" "0.245321280351904" "None" "None" 0.245321280351904 "LBXSIR" "WTSPO4YR" 1 0.616949537910375
"SMD075" "continuous" 1332 TRUE "-0.139557879893244" "0.116228064025292" "0.245421500557088" "None" "None" 0.245421500557088 "LBXSIR" "WTMEC4YR" 1 0.616949537910375
"SMD160" "continuous" 448 TRUE "-0.191763099701592" "0.160318914816509" "0.247163013634902" "None" "None" 0.247163013634902 "LBXSIR" "WTMEC4YR" 1 0.616949537910375
"ever_loud_noise_gt3_2" "categorical" 3212 TRUE "None" "None" "None" "0.251850874488877" "None" 0.251850874488877 "LBXSIR" "WTMEC4YR" 1 0.623815242964757
"URXMOH" "continuous" 1788 TRUE "-0.0141990416375413" "0.0110498544944823" "0.255097296810164" "None" "None" 0.255097296810164 "LBXSIR" "WTSPH4YR" 1 0.627033050174602
"LBXVBZ" "continuous" 1143 TRUE "12.7610781474173" "11.0016526384656" "0.264210092713666" "None" "None" 0.264210092713666 "LBXSIR" "WTMEC4YR" 1 0.644512498892428
"SMD070" "continuous" 1345 TRUE "0.171946408694407" "0.151574672332678" "0.271508468238683" "None" "None" 0.271508468238683 "LBXSIR" "WTMEC4YR" 1 0.656612166157859
"LBXHXC" "continuous" 2463 TRUE "-0.00678013174658068" "0.00606802922077038" "0.278535956888787" "None" "None" 0.278535956888787 "LBXSIR" "WTSPO4YR" 1 0.656612166157859
"DR1TNIAC" "continuous" 9665 TRUE "0.0396713327066634" "0.0355728095967969" "0.279426756252589" "None" "None" 0.279426756252589 "LBXSIR" "WTDR4YR (16 observations are missing weights)" 1 0.656612166157859
"LBX194" "continuous" 1764 TRUE "-21.78014220607" "17.9623137752468" "0.279464219817988" "None" "None" 0.279464219817988 "LBXSIR" "WTSPO4YR" 1 0.656612166157859
"URXUPB" "continuous" 3205 TRUE "0.758893022050006" "0.681144992155449" "0.279874131553454" "None" "None" 0.279874131553454 "LBXSIR" "WTSHM4YR" 1 0.656612166157859
"COPPER_mg" "continuous" 9909 TRUE "0.605699822672374" "0.548902187382667" "0.284355432959809" "None" "None" 0.284355432959809 "LBXSIR" "WTMEC4YR" 1 0.656612166157859
"URXMNP" "continuous" 3361 TRUE "-0.087902143475255" "0.079677100481963" "0.284459077369085" "None" "None" 0.284459077369085 "LBXSIR" "WTSPH4YR" 1 0.656612166157859
"URXP02" "continuous" 1770 TRUE "-7.4876613215657e-05" "6.28523247931075e-05" "0.286993733196175" "None" "None" 0.286993733196175 "LBXSIR" "WTSPH4YR" 1 0.656612166157859
"LISINOPRIL" "categorical" 10021 TRUE "None" "None" "None" "0.287522718721299" "None" 0.287522718721299 "LBXSIR" "WTMEC4YR" 1 0.656612166157859
"LBX052" "continuous" 2663 TRUE "59.4074626536424" "54.5056027636966" "0.290119430093493" "None" "None" 0.290119430093493 "LBXSIR" "WTSPO4YR" 1 0.657876454155667
"SMD100TR" "continuous" 1441 TRUE "0.358449778705926" "0.352379497409886" "0.322524402252872" "None" "None" 0.322524402252872 "LBXSIR" "WTMEC4YR" 1 0.723559488217499
"LBXPDE" "continuous" 3218 TRUE "0.061213263999274" "0.060544305830095" "0.325391703640856" "None" "None" 0.325391703640856 "LBXSIR" "WTSPO4YR" 1 0.723559488217499
"DRD340" "categorical" 6141 TRUE "None" "None" "None" "0.326582205508643" "None" 0.326582205508643 "LBXSIR" "WTDR4YR (25 observations are missing weights)" 1 0.723559488217499
