"tab_name","tab_desc","series","module","var","var_desc","analyzable","binary_ref_group","comment_var","version_date","is_comment","is_weight","is_questionnaire","is_ecological","is_binary","is_ordinal","categorical_ref_group","categorical_levels","N","age_range_low","age_range_high","age_median","female_N","female_pct","white_N","white_pct","mexican_N","mexican_pct","black_N","black_pct","other_hispanic_N","other_hispanic_pct","other_N","other_pct","series_num","category","sub_category"
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVCM","Blood Dibromochloromethane (pg/mL)",1,NA,"LBDVCMLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5622,12,85,36,2938,0.52258982568481,2490,0.44290288153682,1367,0.243151903237282,1303,0.231768054073284,206,0.0366417644966204,256,0.0455353966559943,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVCT","Blood Carbon Tetrachloride (ng/mL)",1,NA,"LBDVCTLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5573,12,85,36,2913,0.522698726000359,2515,0.451282971469586,1332,0.239009510138166,1273,0.228422752556971,200,0.0358873138345595,253,0.0453974520007177,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVDB","Blood 1,4-Dichlorobenzene (ng/mL)",1,NA,"LBDVDBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5616,12,85,36,2938,0.523148148148148,2521,0.448896011396011,1340,0.238603988603989,1296,0.230769230769231,209,0.0372150997150997,250,0.0445156695156695,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVDM","Blood Dibromomethane (ng/mL)",1,NA,"LBDVDMLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4510,12,85,36,2349,0.520842572062084,2003,0.444124168514412,1045,0.231707317073171,1107,0.245454545454545,142,0.0314855875831486,213,0.0472283813747228,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVDP","Blood 1,2-Dichloropropane (ng/mL)",1,NA,"LBDVDPLC","2009-11-13",0,0,0,0,1,NA,NA,NA,4488,12,85,36,2342,0.521836007130125,2000,0.445632798573975,1022,0.227718360071301,1111,0.247549019607843,140,0.0311942959001783,215,0.0479055258467023,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVEB","Blood Ethylbenzene (ng/mL)",1,NA,"LBDVEBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5679,12,85,37,2984,0.525444620531784,2594,0.456770558196866,1320,0.2324352879028,1309,0.230498327170276,202,0.0355696425427012,254,0.0447261841873569,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVHE","Blood Hexachloroethane (ng/mL)",1,NA,"LBDVHELC","2009-11-13",0,0,0,0,1,NA,NA,NA,4525,12,85,36,2360,0.521546961325967,2015,0.445303867403315,1025,0.226519337016575,1130,0.249723756906077,142,0.0313812154696133,213,0.0470718232044199,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVMC","Blood Methylene Chloride (ng/mL)",1,NA,"LBDVMCLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4047,12,85,35,2125,0.525080306399802,1799,0.444526809982703,956,0.236224363726217,984,0.243143068939956,124,0.0306399802322708,184,0.0454657771188535,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVME","Blood MTBE (pg/mL)",1,NA,"LBDVMELC","2009-11-13",0,0,0,0,0,NA,NA,NA,5369,12,85,36,2799,0.521326131495623,2399,0.446824362078599,1255,0.233749301545912,1276,0.237660644440305,190,0.0353883404730862,249,0.0463773514620972,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVOX","Blood o-Xylene (ng/mL)",1,NA,"LBDVOXLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5945,12,85,36,3130,0.526492851135408,2695,0.453322119428091,1372,0.230782169890664,1398,0.23515559293524,218,0.0366694701429773,262,0.0440706476030278,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVST","Blood Styrene (ng/mL)",1,NA,"LBDVSTLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5526,12,85,36,2907,0.526058631921824,2546,0.460731089395584,1182,0.213897937024973,1349,0.244118711545422,204,0.0369163952225842,245,0.0443358668114368,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVTC","Blood Trichloroethene (ng/mL)",1,NA,"LBDVTCLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5778,12,85,36,3035,0.525268258913119,2632,0.45552094150225,1323,0.228971962616822,1367,0.236587054344064,203,0.0351332641052267,253,0.0437867774316372,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXV3A","Blood 1,1,1-Trichloroethane (ng/mL)",1,NA,"LBDV3ALC","2009-11-13",0,0,0,0,0,NA,NA,NA,1638,20,59,38,847,0.517094017094017,798,0.487179487179487,337,0.205738705738706,348,0.212454212454212,77,0.047008547008547,78,0.0476190476190476,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVTO","Blood Toluene (ng/mL)",1,NA,"LBDVTOLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5797,12,85,37,3053,0.526651716405037,2650,0.457132999827497,1314,0.226668966706917,1367,0.235811626703467,211,0.0363981369673969,255,0.0439882697947214,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVXY","Blood m-/p-Xylene (ng/mL)",1,NA,"LBDVXYLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5858,12,85,36,3083,0.52628883578013,2667,0.45527483782861,1328,0.226698531922158,1391,0.237453055650393,214,0.0365312393308296,258,0.0440423352680096,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBX2DF","Blood 2,5-Dimethylfuran (ng/mL)",1,NA,"LBD2DFLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4384,12,85,35,2291,0.522582116788321,1942,0.442974452554745,1015,0.231523722627737,1086,0.24771897810219,135,0.030793795620438,206,0.0469890510948905,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXV2P","Blood 1,2-Dibromo-3-chloropropane(ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,1,NA,NA,NA,4168,12,85,35,2191,0.525671785028791,1877,0.450335892514395,986,0.236564299424184,975,0.233925143953935,129,0.0309500959692898,201,0.0482245681381958,3,"volatile compounds",NA
"l04voc_c","Volatile Organic Compounds","2003-2004","laboratory","LBXVNB","Blood Nitrobenezene (ng/mL)",1,NA,"LBDVNBLC","2009-11-13",0,0,0,0,1,NA,NA,NA,4273,12,85,35,2223,0.520243388719869,1915,0.44816288322022,990,0.231687339106015,1031,0.241282471331617,135,0.0315937280599111,202,0.0472735782822373,3,"volatile compounds",NA
"l05_c","Urinary Chlamydia and Gonorrhea","2003-2004","laboratory","URXUCL","Urinary Chlamydia",1,2,NA,"2009-11-13",0,0,0,0,1,NA,NA,NA,8804,18,39,26,4829,0.548500681508405,3450,0.391867333030441,2475,0.281122217174012,2049,0.232735120399818,440,0.0499772830531577,390,0.0442980463425716,3,"bacterial infection",NA
"l05_c","Urinary Chlamydia and Gonorrhea","2003-2004","laboratory","URXUGC","Urinary Gonorrhea",1,2,NA,"2009-11-13",0,0,0,0,1,NA,NA,NA,8804,18,39,26,4829,0.548500681508405,3450,0.391867333030441,2475,0.281122217174012,2049,0.232735120399818,440,0.0499772830531577,390,0.0442980463425716,3,"bacterial infection",NA
"l06bmt_c","Blood Lead, Cadmium, Mercury","2003-2004","laboratory","LBXBCD","Cadmium (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33694,1,85,23,17219,0.511040541342672,13184,0.39128628242417,9331,0.276933578678697,8398,0.249243188698285,1425,0.0422923962723334,1356,0.0402445539265151,3,"heavy metals",NA
"l06bmt_c","Blood Lead, Cadmium, Mercury","2003-2004","laboratory","LBXBPB","Lead (ug/dL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33695,1,85,23,17219,0.511025374684671,13184,0.391274669832319,9331,0.276925359845674,8399,0.249265469654251,1425,0.0422911411188604,1356,0.0402433595488945,3,"heavy metals",NA
"l06bmt_c","Blood Lead, Cadmium, Mercury","2003-2004","laboratory","LBXTHG","Mercury, total (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,21994,1,85,22,12943,0.588478676002546,8570,0.389651723197236,5953,0.270664726743657,5636,0.256251705010457,876,0.0398290442848049,959,0.0436028007638447,3,"heavy metals",NA
"l06bmt_c","Blood Lead, Cadmium, Mercury","2003-2004","laboratory","LBXIHG","Mercury, inorganic (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,21654,1,85,22,12770,0.589729380253071,8457,0.390551399279579,5838,0.269603768356886,5555,0.256534589452295,859,0.0396693451556294,945,0.043640897755611,3,"heavy metals",NA
"l06cot_c","Cotinine","2003-2004","laboratory","LBXCOT","Cotinine (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,31136,3,85,26,15903,0.510759249743063,12424,0.399023638232271,8529,0.273927286742035,7679,0.246627697841727,1269,0.0407566803699897,1235,0.0396646968139774,3,"cotinine",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUBA","Barium, urine (ng/mL)",1,NA,"URDUBALC","2009-11-13",0,0,0,0,0,NA,NA,NA,10004,6,85,27,5034,0.503198720511795,3982,0.398040783686525,2645,0.264394242303079,2587,0.25859656137545,407,0.0406837265093962,383,0.0382846861255498,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUBE","Beryllium, urine (ng/mL)",1,NA,"URDUBELC","2009-11-13",0,0,0,0,0,NA,NA,NA,10289,6,85,27,5175,0.50296433083876,4038,0.392457964816795,2837,0.275731363592186,2614,0.254057731557975,409,0.0397511905918943,391,0.0380017494411507,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUCD","Cadmium, urine (ng/mL)",1,NA,"URDUCDLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10066,6,85,27,5062,0.502880985495728,3972,0.394595668587324,2729,0.271110669580767,2587,0.257003775084443,393,0.039042320683489,385,0.0382475660639777,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUCO","Cobalt, urine (ng/mL)",1,NA,"URDUCOLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10289,6,85,27,5175,0.50296433083876,4038,0.392457964816795,2837,0.275731363592186,2614,0.254057731557975,409,0.0397511905918943,391,0.0380017494411507,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUCS","Cesium, urine (ng/mL)",1,NA,"URDUCSLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10288,6,85,27,5175,0.503013219284603,4037,0.392398911353033,2837,0.275758164852255,2614,0.254082426127527,409,0.0397550544323484,391,0.0380054432348367,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUMO","Molybdenum, urine (ng/mL)",1,NA,"URDUMOLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10081,6,85,27,5073,0.503223886519194,3976,0.394405316932844,2733,0.271104057137189,2593,0.257216545977582,394,0.0390834242634659,385,0.0381906556889198,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUPB","Lead, urine (ng/mL)",1,NA,"URDUPBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10289,6,85,27,5175,0.50296433083876,4038,0.392457964816795,2837,0.275731363592186,2614,0.254057731557975,409,0.0397511905918943,391,0.0380017494411507,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUPT","Platinum, urine (ng/mL)",1,NA,"URDUPTLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10289,6,85,27,5175,0.50296433083876,4038,0.392457964816795,2837,0.275731363592186,2614,0.254057731557975,409,0.0397511905918943,391,0.0380017494411507,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUSB","Antimony, urine (ng/mL)",1,NA,"URDUSBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10100,6,85,27,5081,0.503069306930693,3985,0.394554455445545,2740,0.271287128712871,2600,0.257425742574257,390,0.0386138613861386,385,0.0381188118811881,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUTL","Thallium, urine (ng/mL)",1,NA,"URDUTLLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10200,6,85,27,5135,0.50343137254902,3999,0.392058823529412,2806,0.275098039215686,2598,0.254705882352941,408,0.04,389,0.0381372549019608,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUTU","Tungsten, urine (ng/mL)",1,NA,"URDUTULC","2009-11-13",0,0,0,0,0,NA,NA,NA,10124,6,85,27,5105,0.504247333069933,4003,0.395397076254445,2740,0.270644014223627,2590,0.255827736072699,407,0.0402015013828526,384,0.0379296720663769,3,"heavy metals",NA
"l06hm_c","Heavy Metals","2003-2004","laboratory","URXUUR","Uranium, urine (ng/mL)",1,NA,"URDUURLC","2009-11-13",0,0,0,0,0,NA,NA,NA,7823,6,85,27,3937,0.503259619071967,3227,0.412501597852486,1953,0.249648472453023,2055,0.262686948740892,274,0.0350249264987856,314,0.0401380544548127,3,"heavy metals",NA
"l06mh_c","Homocysteine and MMA","2003-2004","laboratory","LBXHCY","Homocysteine (umol/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,28449,3,85,30,14594,0.512988154240922,11741,0.412703434215614,7563,0.265844142149109,6867,0.241379310344828,1205,0.0423564975921825,1073,0.0377166156982671,3,"biochemistry",NA
"l06mh_c","Homocysteine and MMA","2003-2004","laboratory","LBXMMA","Methylmalonic acid (umol/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,23592,3,85,25,12074,0.511783655476433,9330,0.395473041709054,6560,0.278060359443879,5761,0.244192946761614,1057,0.0448033231603934,884,0.0374703289250593,3,"biochemistry","vitamin B"
"l06nb_c","RBC Folate, Serum Folate, and Vitamin B12","2003-2004","laboratory","LBXRBF","Folate, RBC (ng/mL RBC)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,32772,1,85,24,16773,0.511808861222995,12885,0.393170999633834,9030,0.275540095203222,8187,0.249816916880264,1361,0.0415293543268644,1309,0.0399426339558159,3,"nutrients","vitamin B"
"l06nb_c","RBC Folate, Serum Folate, and Vitamin B12","2003-2004","laboratory","LBXB12","Vitamin B12, serum (pg/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,32230,1,85,24,16490,0.511635122556624,12721,0.394694384114179,8900,0.276140242010549,7997,0.248122866894198,1329,0.0412348743406764,1283,0.0398076326403971,3,"nutrients","vitamin B"
"l06nb_c","RBC Folate, Serum Folate, and Vitamin B12","2003-2004","laboratory","LBXFOL","Folate, serum (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,32323,1,85,24,16526,0.511276799801999,12780,0.39538409182316,8907,0.275562293103982,8013,0.247903969309779,1333,0.0412399839123844,1290,0.0399096618506945,3,"nutrients","vitamin B"
"l06tfr_c","Ferritin and Transferrin Receptor","2003-2004","laboratory","LBXTFR","Transferrin receptor (mg/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,5856,1,49,18,5158,0.880806010928962,2048,0.349726775956284,1643,0.28056693989071,1634,0.279030054644809,230,0.039275956284153,301,0.0514002732240437,3,"biochemistry",NA
"l06tfr_c","Ferritin and Transferrin Receptor","2003-2004","laboratory","LBXFER","Ferritin(ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,22668,1,85,20,13769,0.607420151755779,8449,0.372728074819128,6650,0.293365096170813,5574,0.245897300158814,1094,0.048261866949003,901,0.039747661902241,3,"biochemistry",NA
